ID,PLANILLA,DISENO,PISO,DIRECCION,D+0.25L,Tx(s),Ty(s),Qmin,Qmax,Qx[tonf],Qy[tonf],AREA PLANTA,MURO,L [cm],xi [cm],yi [cm],Espaciamiento de clavos [cm],Cantidad de Tableros OSB,#PPDD de Borde externos,#PPDD de Borde internos,Espaciamiento,# PPDD total,Diametro ATS [cm],Unnamed: 24,Unnamed: 25
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,D.1,324,409.49999999999994,6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,D.2,324,409.49999999999994,867.0,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,E.1,338,574.6999999999999,-6.9,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,E.2,156,574.6999999999999,434.7,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,E.3,156,574.6999999999999,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,E.4,338,574.6999999999999,864.5,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,F.1,335,894.6999999999999,129.6,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,F.2,335,894.6999999999999,730.5,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,G.1,388,1083.5,115.8,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,G.2,388,1083.5,691.5,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,H.1,185,1290.4,129.6,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,I.1,388,1377.3000000000002,115.8,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,I.2,388,1377.3000000000002,691.5,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,J.1,335,1566.1000000000001,129.6,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,J.2,335,1566.1000000000001,730.5,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,K.1,338,1886.1000000000001,-6.9,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,K.2,156,1886.1000000000001,434.7,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,K.3,156,1886.1000000000001,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,K.4,338,1886.1000000000001,864.5,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,L.1,324,2051.3,6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,L.2,324,2051.3,867.0,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,M.1,180,2130.5,406.1,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,M.2,180,2130.5,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,N.1,324,2331.6,-6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,N.2,324,2331.6,878.3,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,O.1,274,2460.6,316.9,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_A_II_1_MGP10_ATS,2,Y,86944.85752505201,0.8433392148204636,0.7026260771810774,,,12.652327359856054,12.652327359856054,2526612.8516999995,O.2,274,2460.6,604.5,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,A.1,274,0.0,316.9,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,A.2,274,0.0,604.5,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,B.1,324,129.2,-6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,B.2,324,129.2,878.3,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,C.1,180,330.29999999999995,406.1,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,C.2,180,330.29999999999995,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,D.1,324,409.49999999999994,6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,D.2,324,409.49999999999994,867.0,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,E.1,338,574.6999999999999,-6.9,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,E.2,156,574.6999999999999,434.7,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,E.3,156,574.6999999999999,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,E.4,338,574.6999999999999,864.5,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,F.1,335,894.6999999999999,129.6,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,F.2,335,894.6999999999999,730.5,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,G.1,388,1083.5,115.8,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,G.2,388,1083.5,691.5,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,H.1,185,1290.4,129.6,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,I.1,388,1377.3000000000002,115.8,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,I.2,388,1377.3000000000002,691.5,15,1,1,1,20.0,12,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,J.1,335,1566.1000000000001,129.6,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,J.2,335,1566.1000000000001,730.5,15,1,1,1,20.0,13,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,K.1,338,1886.1000000000001,-6.9,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,K.2,156,1886.1000000000001,434.7,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,K.3,156,1886.1000000000001,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,K.4,338,1886.1000000000001,864.5,15,1,1,1,20.0,11,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,L.1,324,2051.3,6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,L.2,324,2051.3,867.0,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,M.1,180,2130.5,406.1,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,M.2,180,2130.5,604.5,15,1,1,1,20.0,7,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,N.1,324,2331.6,-6.9,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,N.2,324,2331.6,878.3,15,1,1,1,20.0,10,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,O.1,274,2460.6,316.9,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_A_II_1_MGP10_ATS,2,Y,86582.24576645202,0.9901765869839853,0.737975682826747,,,12.615482448649054,12.615482448649054,2526612.8516999995,O.2,274,2460.6,604.5,15,1,1,1,20.0,9,0.9525,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,1.1,120,333.6,0.0,5,2,2,1,23.5,7,2.54,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,1.2,120,2011.2,0.0,5,2,2,1,23.5,7,2.54,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,2.1,127,826.8,122.8,5,2,2,1,23.5,7,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,2.2,280,1090.4,122.8,5,2,2,1,23.5,11,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,2.3,127,1506.8,122.8,5,2,2,1,23.5,7,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,3.1,205,122.3,323.8,5,2,2,1,23.5,9,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8516999995,3.2,205,2133.5,323.8,5,2,2,1,23.5,9,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,4.1,169,412.6,427.6,5,2,2,1,23.5,8,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,4.2,169,1879.2,427.6,5,2,2,1,23.5,8,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,5.1,540,-6.9,597.6,5,2,2,1,23.5,17,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,5.2,540,550.0999999999999,597.6,5,2,2,1,23.5,17,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,5.3,540,1370.4,597.6,5,2,2,1,23.5,17,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,5.4,540,1927.4,597.6,5,2,2,1,23.5,17,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,6.1,169,412.6,767.6,5,2,2,1,23.5,8,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,6.2,169,1879.2,767.6,5,2,2,1,23.5,8,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,7.1,205,122.3,871.4,5,2,2,1,23.5,9,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,7.2,205,2133.5,871.4,5,2,2,1,23.5,9,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,8.1,127,826.8,1072.4,5,2,2,1,23.5,7,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,8.2,127,1506.8,1072.4,5,2,2,1,23.5,7,2.2225,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,9.1,120,333.6,1195.2,5,2,2,1,23.5,7,2.54,,
,C con ATS (Sin pandeo eje debil),C_5_0.004_6.5_D_II_3_MGP10_ATS,3,X,87696.51847355202,0.450406083531397,0.4536416553820963,,,71.75593833327949,71.75593833327949,2526612.8517,9.2,120,2011.2,1195.2,5,2,2,1,23.5,7,2.54,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,1.1,120,333.6,0.0,5,2,2,1,23.5,6,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,1.2,120,2011.2,0.0,5,2,2,1,23.5,6,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,2.1,127,826.8,122.8,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,2.2,280,1090.4,122.8,5,2,2,1,23.5,9,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,2.3,127,1506.8,122.8,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,3.1,205,122.3,323.8,5,2,2,1,23.5,8,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,3.2,205,2133.5,323.8,5,2,2,1,23.5,8,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,4.1,169,412.6,427.6,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,4.2,169,1879.2,427.6,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,5.1,540,-6.9,597.6,5,2,2,1,23.5,13,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,5.2,540,550.0999999999999,597.6,5,2,2,1,23.5,13,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,5.3,540,1370.4,597.6,5,2,2,1,23.5,13,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,5.4,540,1927.4,597.6,5,2,2,1,23.5,13,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,6.1,169,412.6,767.6,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,6.2,169,1879.2,767.6,5,2,2,1,23.5,7,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,7.1,205,122.3,871.4,5,2,2,1,23.5,8,3.175,,
,C con ATS (Sin pandeo eje debil),C_5_0.002_5.5_C_II_3_MGP10_ATS_Op,3,X,88067.45302715202,0.4231977533005732,0.37588715245756077,,,71.53055375364951,71.53055375364951,2526612.8517,7.2,205,2133.5,871.4,5,2,2,1,23.5,8,3.175,,
